symbol,786-O,A-375,A-427,A-498,A-549,A-673,A2058,A2780,ACHN,BT-549,CCRF-CEM,COLO 205,Caki-1,Caov-3,DU145,EKVX,HCC2998,HCT 116,HCT 15,HDLM-2,HOP-62,HOP-92,HT-144,HT-29,Hs 578T,Huh-7,IGROV-1,K-562,KM12,L-1236,L-428,LOX-IMVI,LoVo,M14,MCF-7,MDA-MB-231,MDA-MB-436,MDA-MB-468,MMAc-SF,MOLT-4,MZ-MEL-7,NCI-H1650,NCI-H2122,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H520,NCI-H522,OCUB-M,OV-90,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PA-1,PC-3,RD,RKO,RPMI-7951,RPMI-8226,RXF 393L,SF268,SF295,SF539,SK-MEL-2,SK-MEL-28,SK-MEL-30,SK-MEL-5,SK-MES-1,SK-OV-3,SN12C,SNB-75,SR,SW620,SW837,T-47D,T98G,TC-71,TK-10,U-251MG,UACC-257,UACC-62,UO-31,UWB1.289,VCaP,WM115
AJUBA,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,-1,0,0,0,-1,0,1,0,-1,-1,1,0,0,0,-1,1,0,0,-1,-1,0,1,-1,-1,0,0,-1,1,0,1,1,1,-1,-1,-1,0,-1,-1,1,1,0,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,0,-1,1,0,0
AKT1,1,-1,2,-1,1,1,2,2,1,-1,2,-1,-1,2,2,2,1,2,2,2,1,-1,1,-1,1,1,1,-1,2,0,-1,2,2,-1,2,0,1,1,-1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,-2,-1,2,1,1,1,-1,1,1,1,2,1,1,2,1,2,2,-1,2,1,1,2,2,2,1,1,1
AKT1S1,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,1,0,1,0,0,-1,1,-1,0,0,0,-1,0,-1,0,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,-1,0,1,1,0,0,0,1,-1,1,1,-1,1,-1,-1,1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,-1
AKT2,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,0,-1,0,-1,0,-1,1,-1,0,1,0,1,0,0,0,0,-1,0,0,0,-1,0,-1,1,-1,0,0,1,1,-1,-1,-1,-1,0,-1,1,1,2,1,1,-1,0,-1,1,0,0,-1,1,0,1,1,-1,1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,0,1,-1
AKT3,0,2,-1,1,0,-2,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,-1,0,1,1,1,0,2,0,1,0,0,1,1,1,1,-1,0,0,1,0,1,0,1,0,-1,-1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1
ALDOA,0,-1,0,1,0,0,0,0,1,-1,0,0,0,1,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,1,1,0,0,0,-1,1,1,-1,0,-1,0,0,-1,1,-1,-1,1,1,-1,1,-1,-1,1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,-1,-1
ALDOB,0,1,-1,1,-1,0,0,0,0,1,0,1,0,-1,1,-1,0,0,0,2,-1,-1,0,0,-1,1,0,0,0,-1,-1,1,0,0,0,0,-1,-1,1,0,1,1,-1,0,0,0,1,-1,0,1,0,-1,-1,0,-1,0,0,1,1,1,-1,0,0,0,1,0,0,-1,1,-1,1,-1,1,0,0,0,-1,-1,0,1,1,-1,-1,0,0,0,0
ALDOC,0,-1,0,0,1,0,0,0,1,-1,0,1,0,-1,0,-1,0,0,0,2,1,0,0,0,-1,1,0,1,0,0,1,1,0,0,-1,0,-1,-1,1,1,0,0,1,0,0,-1,1,1,-1,1,1,1,-1,0,-1,0,-1,0,0,-1,0,-1,1,1,0,-1,0,0,0,-1,0,-1,-1,0,0,0,1,0,-1,-1,1,0,0,-1,-1,1,0
AMH,-1,-1,0,0,-1,0,-2,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-2,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,0,-1,1,1,-1,0,-2,0,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1
AMHR2,-1,0,1,-1,0,0,0,0,1,-1,0,0,1,1,0,-1,0,-1,0,-1,-1,0,0,0,-1,1,0,0,0,1,1,1,1,0,1,-1,-1,-1,-2,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,-1,0,1,-1,0,1,0,1,-1,1,0,-1,0,0,1,1,1,0
ANAPC5,-1,0,0,-1,0,0,0,0,1,-1,0,1,1,1,0,-1,0,0,0,-1,-1,-1,0,0,-1,-1,0,0,1,-1,-1,1,1,0,-1,0,0,-1,0,0,0,0,1,0,1,-1,1,0,-1,1,1,-1,-1,0,1,0,1,0,1,-1,0,-1,-1,0,0,-1,0,0,1,1,0,1,-1,0,0,0,1,-1,0,0,0,-2,0,1,1,1,0
ANGPT1,2,1,-1,1,1,-2,1,0,0,1,0,1,1,0,1,1,0,2,0,2,1,1,0,1,2,1,1,0,2,0,2,2,0,-1,2,1,-1,-1,1,1,1,2,-1,1,1,-1,0,2,0,1,0,0,2,2,1,0,1,1,1,1,1,2,-1,0,1,1,1,0,1,0,1,0,0,0,1,0,2,1,2,1,0,2,1,2,1,1,0
ANGPT2,-1,-1,0,-1,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,1,0,0,-1,1,1,0,-1,-1,-1,0,-1,0,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-2,-1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,0,1,0,-1,0,-1,-1,0,-1,0,0,0,-1,-1,0,0,-1,0,-2,0,0,-2,-1,0
ANGPT4,0,-1,0,-1,1,0,0,0,0,0,1,1,-1,1,0,1,0,0,0,-1,1,-1,-1,0,1,1,1,-1,0,1,0,0,0,1,-1,0,0,1,-1,1,1,0,1,-1,0,-1,1,-1,-1,1,1,-1,0,1,1,2,1,0,1,1,0,1,1,0,0,-1,1,1,1,-1,0,-1,1,0,1,-1,0,1,1,1,-1,1,0,1,0,1,0
ANGPTL4,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,0,1,0,1,1,1,-1,0,1,0,1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1,-1
AOX1,0,-1,0,1,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,2,1,0,0,0,1,0,0,-1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,1,1,0,1,0,0,1,-1,0,0,2,0,1,0,1,1,0,1,0,1,0,-1,1,0,0,-1,0,1,0,-1,-1,1,1,0,0,1,-1,1,0,0
APAF1,-1,1,0,-1,0,0,0,0,1,-1,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,1,-1,-1,1,1,0,1,0,-1,-1,0,0,0,0,1,0,1,-1,1,1,-1,1,0,0,-1,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,-1,1,-1,0,0,0,1,-1,0,0,0,-1,1,1,1,1,0
APBB1IP,0,-1,0,1,0,0,0,0,0,0,0,-1,0,1,-1,1,0,0,0,0,-1,1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,1,-1,-1,1,0,2,-1,1,0,-1,0,-1,-1,1,1,0,1,-1,-1,-1,0,-1,0,-1,-1,0,1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
APC,0,1,1,1,1,-1,0,0,0,1,0,1,1,1,0,-1,0,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,1,1,0,1,0,-1,0,1,0,0,1,1,0,-1,0,1,1,1,-1,0,0,1,1,1,0,-1,0,-2,-1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,-1,1,1,-1,0,0,-1,-1,0
APC2,-1,-1,-1,0,-1,0,-2,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-2,-1,-1,-1,-1,0,-1,1,-1,-1,-1,0,-1,0,-1,1,1,-1,0,-2,0,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1
APH1A,0,1,1,-1,0,0,1,1,1,1,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,0,-1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,-1,1,0,0
APH1B,-1,0,-1,-1,1,0,0,0,0,-1,0,1,-1,-1,0,1,0,-1,0,-1,-1,-1,0,1,-1,-1,0,0,0,0,-1,0,1,1,1,-1,-1,-1,1,0,1,0,1,1,0,0,1,1,-1,0,1,0,-1,1,-1,0,-1,-1,0,1,1,0,-1,0,1,-1,-1,0,0,1,0,-1,-1,0,0,0,0,-1,-1,0,1,0,-1,-1,-1,1,0
APLNR,0,0,1,-1,0,1,0,0,0,0,0,-1,0,1,0,-1,0,-1,0,0,1,0,0,1,1,-1,0,0,0,0,0,1,1,0,-1,0,1,1,1,0,0,0,-1,0,-1,-1,-1,1,1,1,1,-1,0,1,1,0,1,0,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,0,1,0,-1,0,1,0,1,0,0,-1,0,-1,-1,1,1,1,0
APOA1,0,0,-1,-1,-1,1,-1,0,0,-1,0,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,1,0,-1,0,0,0,1,-1,1,1,0,-1,1,-1,1,1,0,0,-1,-1,0,-1,1,-1,1,1,-1,1,-1,1,1,-1,0,0,0,0,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,0,-1,-2,-1,-1,-1,1,2,1,0
APOA2,0,1,1,1,0,0,1,1,1,1,0,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,1,1,-1,-1,2,0,1,0,1,1,1,1,1,1,0,0,1,1,-1,0,0,1,0,-1,1,0,1,0,1,0,0,1,0,1,-1,0,0,1,0,0,1,0,0,1,1,0,0,-1,1,0,0
APOA5,0,0,-1,-1,-1,1,-1,0,0,-1,0,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,1,0,-1,0,0,0,1,-1,1,1,0,-1,1,-1,1,1,0,0,-1,-1,0,-1,1,-1,1,1,-1,1,-1,1,1,-1,0,0,0,0,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,0,-1,-2,-1,-1,-1,1,2,1,0
APOC3,0,0,-1,-1,-1,1,-1,0,0,-1,0,-1,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,1,0,-1,0,0,0,1,-1,1,1,0,-1,1,-1,1,1,0,0,-1,-1,0,-1,1,-1,1,1,-1,1,-1,1,1,-1,0,0,0,0,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,0,-1,-2,-1,-1,-1,1,2,1,0
AQP7,0,0,-1,0,0,0,0,0,-1,1,0,0,-1,-1,1,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,1,1,1,0,-1,-1,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,-1,1,-1,1,-1,0,-1,0,-1,0,0,0,-1,-1,0,0,1,0,-1,-1,-1,-1,2,-1,1,0,-1,0,-1,-1,0,-1,1,-1,-1,-1,-1,1,-1
ARAP3,0,0,1,1,0,-1,0,0,0,1,0,1,1,1,0,0,0,-1,0,0,1,0,0,0,-1,-1,0,0,0,1,-1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,-1,0,1,2,1,0,0,-1,0,1,-1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,-1,-1,1,-1,-1,-1,-1,0,0
AREG,-1,-1,0,-1,-1,-2,0,0,0,-1,0,0,0,-1,-1,1,0,0,0,0,0,-1,-1,0,-1,0,-1,0,0,0,-1,-1,0,-1,0,0,-1,-1,-1,1,0,0,-1,-1,0,0,0,-1,0,0,-1,0,-1,0,1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,-2,0
ARF1,0,1,-1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,-1,0,1,1,1,0,2,0,1,-1,0,1,1,1,1,0,0,0,-1,0,1,0,1,0,1,-1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,-1,1,-1,1,-2,1
ARF6,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,2,0,0,0,-2,0,0,0,0,-1,-1,0,0,-1,0,-1,1,0,0,-1,1,1,-1,-1,-1,0,0,0,1,0,0,1,1,-1,0,-1,0,1,0,1,1,0,1,0,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,1,0,0,0,0,0,0,1,-1,-1,-1,0,-1,0,-1,0,0,0
ARHGDIA,0,-1,1,0,1,0,0,0,1,-1,0,1,1,2,0,1,0,1,0,-1,1,1,0,-1,-1,-1,0,0,-1,-1,1,1,0,0,-1,0,-1,-1,1,1,0,-1,0,0,0,-1,1,0,1,1,0,0,1,1,-1,0,1,1,1,-1,0,-1,1,1,1,1,0,1,2,1,2,0,-1,0,1,0,1,0,1,1,1,-1,0,-1,0,1,-1
ARHGDIB,0,1,1,-1,1,0,0,0,2,0,0,0,1,1,-1,0,0,0,0,2,1,-1,0,0,-1,1,0,-1,0,1,1,1,1,1,-1,-1,1,-1,0,0,0,1,-1,0,1,2,0,-1,0,1,0,0,0,0,0,-1,-1,0,0,-1,1,0,1,0,0,0,-1,0,1,-1,-1,-1,-1,0,1,0,-2,0,1,0,0,1,1,1,-1,1,0
ARHGDIG,0,-1,0,-1,-1,0,0,0,1,-1,0,-1,-1,-1,-1,-1,0,-2,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,0,0,0,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,0,0,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,-1
ARHGEF12,0,0,-1,-1,-1,1,-1,0,0,-1,0,0,-1,-1,0,-1,1,-1,0,-1,-1,-1,-1,1,0,-2,0,0,0,1,0,1,1,-1,-2,1,-1,1,-1,0,0,-1,-1,0,-1,1,-1,1,1,-1,0,-1,1,1,-1,0,0,0,0,0,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,2,0,-1,-2,-1,-1,-1,1,2,1,0
ARNT,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,2,0,0,0,-1,0,1,0,0,0,-1,1,0,0,0,0,0,0,0,2,0,1,1,-1,0,1,0,1,0,1,1,1,2,1,1,0,1,2,1,-1,0,1,1,0,-1,1,0,1,0,1,0,0,1,1,1,2,0,0,1,0,0,1,0,0,1,1,1,0,-2,1,1,0
ARRB1,0,-1,1,-1,0,1,0,0,0,0,0,0,0,1,0,2,1,-1,0,-1,-1,-1,-1,1,1,-1,0,0,0,-1,-1,1,1,0,1,0,-1,1,1,0,-1,0,-1,0,1,1,-1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,-1,-1,2,-1,-1,1,1,-1,0,-1,0,1,1,1,0,-1,1,-1,-1,-1,1,1,1,0
ARRB2,0,-1,0,1,1,0,-1,0,1,1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,0,-1,0,-1,1,0,0,2,-1,0,-1,-1,1,-1,0,0,1,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,1,0,-1,0,0,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,1,0,0,-1,1,-1,0
ASPH,1,1,0,1,0,0,1,0,0,1,0,0,1,-1,1,-2,0,0,0,2,1,1,0,1,1,1,1,0,0,0,1,1,0,-1,-1,-1,1,-1,1,1,1,0,1,0,1,-1,0,1,0,1,-1,1,1,1,1,0,1,1,1,1,-1,0,-1,0,1,1,1,0,1,0,0,-1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0
ATF2,0,-1,0,1,0,0,0,0,1,-1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,1,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,-1,0,0,2,-1,1,0,1,-1,0,1,0,1,0,-1,1,0,0,-1,0,1,0,-1,2,1,1,0,1,1,-1,1,0,0
ATF4,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,1,-1,-1,0,-1,0,-1,-1,-1,0,-1,1,1,0,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,0,0,-1,0,0,-1,1,-1,1,1,0,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1
ATF6B,0,-1,0,-1,-1,0,1,0,-1,1,0,-1,-1,0,0,-2,0,-2,0,0,1,-1,0,-1,1,-1,-1,1,-1,1,-1,1,0,0,1,1,-1,1,-1,1,0,-1,-2,-1,0,-1,-1,-1,1,1,0,-1,1,0,1,0,0,-1,0,-1,0,-1,1,0,1,0,-1,1,-1,-1,0,1,0,0,0,-1,0,0,1,-1,-1,-1,-1,-2,-1,0,-1
ATG12,0,1,1,1,1,-1,0,0,0,1,0,1,1,1,0,1,0,2,0,0,1,0,1,0,-1,0,0,0,0,0,0,1,1,0,1,0,-1,0,1,0,0,1,1,0,1,0,1,1,1,-1,0,0,1,1,1,0,1,0,0,-1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,-1,1,1,-1,0,0,-1,0,0
ATG16L1,0,-1,0,-1,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,-1,0,-1,0,0,1,-1,0,-1,0,-1,1,1,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,1,0,1,0,1,-1,-1,1,-1,0,0,2,1,1,-1,-1,1,0,1,-1,1,0,0,1,0,0,-1,0,0,0,-1,1,1,1,0,0,1,-1,-1,0,0
ATG5,0,-1,0,-1,-1,0,0,0,0,1,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,0,0,-1,-1,-1,1,1,-1,-1,0,-1,-1,0,-1,-1,0,1,0,-2,0,0,-1,0,-1,0,0,0,-2,1,-1,-1,1,0,0,0,0,-1,-1,1,0,-1,0,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,0
ATM,0,-1,-1,-1,-1,1,0,0,0,0,0,0,-1,-1,1,2,1,0,0,0,-1,-1,-1,1,1,0,0,0,0,0,-1,1,1,0,-1,1,-1,1,1,0,0,0,-1,0,-1,1,0,1,1,-1,1,-1,0,1,1,0,1,0,-1,1,1,0,2,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,0,-1,-2,-1,1,-1,1,1,1,0
ATP1A1,0,0,-1,-1,-1,0,0,0,0,1,0,-1,0,1,-1,0,0,0,0,0,-1,0,-1,0,1,-1,0,1,0,0,1,-1,0,1,2,1,-1,1,0,0,0,0,-1,0,0,-1,-1,-1,1,-1,0,1,-1,0,1,0,1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,0,0,0,0,0,-1,-1,0,2,1,1,0,1,-1,1,0,2
ATP1A2,0,1,1,1,0,0,1,1,1,1,0,1,1,-1,1,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,1,1,-1,-1,2,0,1,0,1,1,1,1,1,1,0,0,1,1,-1,0,0,1,0,-1,1,0,1,0,1,0,0,1,0,1,-1,0,0,1,0,0,1,0,0,1,1,1,0,-1,1,0,0
ATP1A3,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,1,0,-1,0,-1,0,-1,1,-1,0,1,0,1,0,0,0,1,-1,0,0,0,-1,0,-1,1,-1,0,0,1,1,-1,-1,-1,-1,0,-1,1,1,-1,1,1,-1,0,-1,1,0,0,-1,1,0,1,1,-1,1,-1,-1,-1,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,0,1,-1
ATP1A4,0,1,1,1,0,0,1,1,1,1,0,1,1,-1,1,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,1,1,-1,-1,2,0,1,0,1,1,1,1,1,1,0,0,1,1,-1,0,0,1,0,-1,1,0,1,0,1,0,0,1,0,1,-1,0,0,1,0,0,1,0,0,1,1,1,0,-1,1,0,0
ATP1B1,0,1,1,1,0,0,1,1,1,1,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,1,1,0,1,0,0,0,0,1,0,0,1,1,-1,2,0,1,0,0,1,1,1,1,1,0,0,1,1,-1,0,1,1,0,-1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,-1,1,0,1
ATP1B2,0,-1,0,1,1,0,-1,0,1,1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,0,-1,0,-1,1,0,0,2,-1,0,0,-1,1,-1,0,0,1,0,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,-1,-2,1,0,0,-1,1,-1,0
ATP1B3,0,0,2,-1,0,0,1,0,0,0,0,1,1,2,1,-1,0,0,0,0,0,1,1,0,1,-2,-1,0,0,0,0,0,0,1,0,-1,-1,0,-1,0,1,0,0,0,1,-1,-1,1,1,1,0,1,2,0,-1,0,-1,0,0,1,1,1,-1,0,1,1,1,1,1,1,0,-1,1,0,0,0,1,1,-1,0,0,0,2,1,1,0,0
ATP2A1,0,-1,0,1,0,0,0,0,1,-1,0,0,0,1,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,1,0,0,0,-1,1,1,-1,0,-1,0,0,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,2,-1,0
ATP2A2,-1,0,0,-1,0,0,0,0,1,-1,0,0,1,-1,0,-1,0,0,0,-1,-1,0,0,0,-1,1,0,0,1,-1,-1,1,1,0,-1,0,-1,-1,1,0,0,0,1,0,1,-1,1,0,-1,1,1,0,-1,0,1,0,1,0,1,-1,0,-1,-1,0,0,-1,0,0,1,0,0,1,-1,0,0,0,1,-1,-1,-1,-1,2,0,1,1,1,0
ATP2A3,0,-1,0,1,1,0,-1,0,1,1,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1,1,1,0,-1,0,-1,1,0,0,2,-1,0,-1,-1,1,-1,0,0,1,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,1,0,-1,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,1,0,0,-1,1,1,0
ATP2B1,-1,1,0,0,0,0,0,-1,1,-1,0,0,1,-1,1,-1,0,0,-2,2,0,0,0,0,-1,1,0,0,2,-1,-1,1,1,0,1,0,-1,-1,-1,0,0,1,1,0,1,0,1,1,0,1,1,0,-1,0,-1,-2,1,1,-1,-1,0,0,0,0,0,0,-1,0,1,0,1,1,-2,0,0,0,1,-1,0,0,0,-1,1,1,-1,1,0
ATP2B2,0,-1,0,-1,0,0,-1,0,-1,1,0,-1,1,1,-1,-1,0,-1,0,-1,1,0,1,-1,1,1,-1,1,0,0,1,0,0,0,1,0,1,-1,-1,0,1,0,-1,0,-1,-1,-1,-1,-1,1,-1,-1,0,0,1,0,1,0,1,1,0,-1,1,0,-1,1,0,-1,1,-1,0,1,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,0
ATP2B4,-1,1,0,1,0,0,1,1,1,1,0,1,1,-1,0,2,0,-1,0,-1,-1,1,0,-1,0,-1,0,1,-1,1,0,0,0,0,1,0,0,1,1,-1,1,0,1,-1,0,1,1,0,1,0,0,-1,1,1,-1,0,0,1,1,-1,1,0,1,0,1,0,0,1,0,1,-1,-1,0,1,-1,0,1,0,1,1,1,-1,0,-1,-1,0,0
ATP6V1A,0,1,1,0,0,0,0,0,0,0,0,1,1,2,-1,-1,0,0,0,-1,0,0,1,1,1,1,-1,-1,0,0,0,0,0,1,0,-1,1,0,-1,0,1,0,0,0,1,-1,0,0,0,1,1,1,1,0,1,0,1,0,-1,1,0,-1,-1,0,1,1,1,1,1,1,0,-1,1,0,0,0,1,0,-1,-1,0,1,1,1,1,0,0
ATP6V1B1,0,0,1,1,1,0,0,0,1,-1,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,-1,-1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,-1,0,0,1,0,1,0,0,1,0,-1,0,1,0,1,1,0,1,-1,0,0,0,-1,-1,1,1,0,-1,1,-1,1,0,0
ATP6V1B2,-1,-1,0,-1,0,0,0,0,0,1,0,-1,0,0,0,-1,0,0,2,-1,-1,-1,-1,-1,1,1,1,0,0,-1,1,-1,0,-1,-1,-1,0,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,-1,-1,0,-1,1,0,-1,-1,-1,-1,0,1,0,-1,0,-1,-1,0,-1,0,0,0,-1,-1,0,0,-1,0,-1,0,0,-1,-1,0
ATP6V1C1,1,0,-1,1,0,-2,1,0,0,1,0,1,1,0,1,1,0,2,0,2,1,1,0,1,2,1,1,0,1,0,1,1,0,-1,2,1,-1,1,1,1,1,1,-1,0,1,1,0,1,-1,1,1,-1,1,1,1,0,1,1,2,1,0,2,-1,0,1,0,1,0,1,0,0,0,0,-2,0,0,1,1,2,1,0,1,1,1,1,1,0
ATP6V1C2,0,0,1,1,1,0,0,0,1,-1,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,1,-1,0,0,0,1,-1,1,0,0,-1,-1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,-1,-1,1,-1,0,0,1,0,1,0,1,-1,0,1,0,1,0,1,-1,-1,1,-1,0,-1,0,-1,-1,0,1,0,0,1,-1,1,-1,0
